2	2	3.169925
3	2	4.000000
4	3	4.643856
5	3	5.169925
6	4	5.614710
7	4	6.000000
8	4	6.339850
9	4	6.643856
10	5	6.918863
11	5	7.169925
12	5	7.400879
13	5	7.614710
14	6	7.813781
15	6	8.000000
16	6	8.174926
17	6	8.339850
18	6	8.495855
19	6	8.643856
20	6	8.784635
21	6	8.918863
22	7	9.047124
23	7	9.169925
24	7	9.287712
25	7	9.400879
26	7	9.509775
27	7	9.614710
28	7	9.715962
29	7	9.813781
30	8	9.908393
31	8	10.000000
32	8	10.088788
33	8	10.174926
34	8	10.258566
35	8	10.339850
36	8	10.418907
37	8	10.495855
38	8	10.570804
39	8	10.643856
40	8	10.715104
41	8	10.784635
42	8	10.852530
43	8	10.918863
44	8	10.983706
45	8	11.047124
46	9	11.109178
47	9	11.169925
48	9	11.229420
49	9	11.287712
50	9	11.344851
51	9	11.400879
52	9	11.455841
53	9	11.509775
54	9	11.562719
55	9	11.614710
56	9	11.665780
57	9	11.715962
58	9	11.765286
59	9	11.813781
60	9	11.861475
61	9	11.908393
62	10	11.954560
63	10	12.000000
64	10	12.044736
65	10	12.088788
66	10	12.132178
67	10	12.174926
68	10	12.217049
69	10	12.258566
70	10	12.299494
71	10	12.339850
72	10	12.379649
73	10	12.418907
74	10	12.457637
75	10	12.495855
76	10	12.533573
77	10	12.570804
78	10	12.607561
79	10	12.643856
80	10	12.679700
81	10	12.715104
82	10	12.750079
83	10	12.784635
84	10	12.818782
85	10	12.852530
86	10	12.885887
87	10	12.918863
88	10	12.951467
89	10	12.983706
90	10	13.015589
91	10	13.047124
92	10	13.078318
93	10	13.109178
94	11	13.139711
95	11	13.169925
96	11	13.199826
97	11	13.229420
98	11	13.258713
99	11	13.287712
100	11	13.316423
101	11	13.344851
102	11	13.373001
103	11	13.400879
104	11	13.428491
105	11	13.455841
106	11	13.482934
107	11	13.509775
108	11	13.536369
109	11	13.562719
110	11	13.588832
111	11	13.614710
112	11	13.640358
113	11	13.665780
114	11	13.690980
115	11	13.715962
116	11	13.740729
117	11	13.765286
118	11	13.789636
119	11	13.813781
120	11	13.837726
121	11	13.861475
122	11	13.885029
123	11	13.908393
124	11	13.931569
125	11	13.954560
126	12	13.977369
127	12	14.000000
128	12	14.022455
129	12	14.044736
130	12	14.066846
131	12	14.088788
132	12	14.110565
133	12	14.132178
134	12	14.153631
135	12	14.174926
136	12	14.196064
137	12	14.217049
138	12	14.237882
139	12	14.258566
140	12	14.279103
141	12	14.299494
142	12	14.319743
143	12	14.339850
144	12	14.359818
145	12	14.379649
146	12	14.399345
147	12	14.418907
148	12	14.438337
149	12	14.457637
150	12	14.476809
151	12	14.495855
152	12	14.514776
153	12	14.533573
154	12	14.552249
155	12	14.570804
156	12	14.589241
157	12	14.607561
158	12	14.625766
159	12	14.643856
160	12	14.661834
161	12	14.679700
162	12	14.697456
163	12	14.715104
164	12	14.732644
165	12	14.750079
166	12	14.767409
167	12	14.784635
168	12	14.801759
169	12	14.818782
170	12	14.835705
